romExtensionlessFileName,romFileName,romSize,romHashCRC,romHashMD5,romHashSHA1
"Flintstones, The - The Rescue of Dino & Hoppy (Japan)","Flintstones, The - The Rescue of Dino & Hoppy (Japan).nes",393216,40C0AD47,70A18FFD76DA0C22ABC9706714D4CBAC,F949FC16932808C426074AB1628F246B0435C52C
"Flintstones, The - The Rescue of Dino & Hoppy (USA)","Flintstones, The - The Rescue of Dino & Hoppy (USA).nes",393216,2FE20D79,2A5C4D22312D8151D1582D8ABDB9EB5E,AD99C84C67659AF576A57CB500B8DEE82ADED7DD
"Flintstones, The - The Surprise at Dinosaur Peak (Europe)","Flintstones, The - The Surprise at Dinosaur Peak (Europe).nes",393216,4B750880,FEE8D32A1102181F308FDDA427EE50A3,8B1A335ADF8F8CA372B3D84831F61A6571B3DED1
"Flintstones, The - The Surprise at Dinosaur Peak! (USA)","Flintstones, The - The Surprise at Dinosaur Peak! (USA).nes",393216,DAB84A9C,56CA85A5E49CAFD91050AFEC60C10713,16685A7416E76ECDD79E6F492437A9AEDF989ED8
"Flipull - An Exciting Cube Game (Japan) (En)","Flipull - An Exciting Cube Game (Japan) (En).nes",65536,1773F76D,7FD4CC955522077A250584575B529018,6DBEE225F87271F033BFA165E3560267249A3D11
"Flipull - An Exciting Cube Game (Japan) (En) (Rev 1)","Flipull - An Exciting Cube Game (Japan) (En) (Rev 1).nes",65536,69FEECB2,ABE63E1877FBEFB517F18127BAD986D7,F4760AB2FB602C627AAACCF6F66A54FDB0734B07
"Flying Dragon - The Secret Scroll (USA)","Flying Dragon - The Secret Scroll (USA).nes",131072,F1FED9B8,F2C7D5583B87451825C977ADE0ED2B16,79D3FD46C79F3AEF2877E51E2643915012F56125
"Flying Hero (Japan)","Flying Hero (Japan).nes",131072,F6751D3D,826474E7C674794BA5FEB5804F778B1F,590B5FB7456D4164CCC4D73EBA98DC3EF589DBAD
"Flying Warriors (USA)","Flying Warriors (USA).nes",262144,10180072,CB654601A4059C67177C0CB6414603CF,4BE0DAF0C891D8020B3B4CD0534B469677932C7A
"Flying Warriors (USA) (Beta)","Flying Warriors (USA) (Beta).nes",262144,92DD67EA,B5831DDEB99E42BC1A9DFEDF3BBB0FD8,EB8818F795BD06CDEA54BC209D05CA24DCC7386C
"Formation Z (Japan)","Formation Z (Japan).nes",24576,63338C3C,3A5922EFB5F9F6EE8B1A36E136E254E9,135361D6BB5FADB44696D32C73D43C4091A5DDB5
"Formation Z (Japan) (Rev A)","Formation Z (Japan) (Rev A).nes",24576,E9023072,5F79C64D8E73B51149EC8A29B160A7A6,932238411C73866B99DA4BFE32F4D7AB3F1F8687
"Formula 1 Sensation (Europe)","Formula 1 Sensation (Europe).nes",262144,256392F1,D1D8B7DA8C3C529E57DE0B573125DE32,3251A05EDC09C57CF15F38CB568408A559871405
"Formula One - Built to Win (USA)","Formula One - Built to Win (USA).nes",262144,5A8B4DA8,79348BBB6AB1952C1C823BFB6B6ECA76,C3FB75748E0E3D6C4CCE37DBB6BB10573CE117FD
"Foton - The Ultimate Game on Planet Earth (Japan)","Foton - The Ultimate Game on Planet Earth (Japan).nes",131072,51BD8336,56E7B7345AE95BB836B09D7A3130E58D,900949CDED16D32358E06C05EE5C3478872F54C1
"Four Players' Tennis (Europe)","Four Players' Tennis (Europe).nes",262144,48B8EE58,5C6DF897DB2ED1426BCB1D884577D096,085FB03A2990257D37FCE143FC7407E201765076
"Fox's Peter Pan & the Pirates - The Revenge of Captain Hook (USA)","Fox's Peter Pan & the Pirates - The Revenge of Captain Hook (USA).nes",196608,20353E63,C809E96A2BC4F9F671BBE3C4B3F25D1F,4C45D17B90B037FD3B7EA4778F217DD5B5E063D8
"Frankenstein - The Monster Returns (USA)","Frankenstein - The Monster Returns (USA).nes",262144,E943EC4D,C5B8631BC83FFD1F30C85C355ED592AB,C4E43E5C9D3E63F5EC11831FE154EC80F7AAEED8
"Free Fall (USA) (Proto)","Free Fall (USA) (Proto).nes",131072,A781FFAA,42AF72CF4E4C213B3EB2A3E92E990AEA,87C929090C3B04739BAAED90B9A8F40B29327FC2
"Freedom Force (USA)","Freedom Force (USA).nes",262144,3E58A87E,AB42D46AC83DE2AD2D6C74C155C6D67F,1EBE3145F47D9EBB874A54230D63DCD5716C68A1
"Friday the 13th (USA)","Friday the 13th (USA).nes",65536,BEB15855,7B1F3EAD3E05455F14BABC5C6E9FF3A4,D3A3E1FF0C4286A5E32E996B1A6D4248FCB9EC90
"Front Line (Japan)","Front Line (Japan).nes",24576,CF4DBDBE,5688FB95770DAE0FB2006E32B18253AB,F42B719D99DFF23951A912F8483F20E757FE4883
"Fudou Myouou Den (Japan)","Fudou Myouou Den (Japan).nes",393216,7678F1D5,DE502FAEDA1A9B031CCEA56D39C671F2,31AFA3DC3A16134ADDE4C7B3E7E2AE1E84CD4434
"Fun Blaster Pak (Australia) (Unl)","Fun Blaster Pak (Australia) (Unl).nes",262144,00A53242,3459F6D3214774167CE94BFE6D3730E6,4C7DD4E3068259FF971D021AC380CBFDC3427116
"Fun House (USA)","Fun House (USA).nes",131072,576A0DE8,1772BCC6EEC66E422394C3E8787646FA,1C155F37B098ACC963D1EE181854AED47D2EA107
"Fushigi na Blobby - Blobania no Kiki (Japan)","Fushigi na Blobby - Blobania no Kiki (Japan).nes",262144,1B7BD879,FCF9D3C8A05BB642EB37BE66233EC717,B07B17356A108874893C3D74DAC2178EB1314882
"Fushigi no Umi no Nadia (Japan)","Fushigi no Umi no Nadia (Japan).nes",262144,0546BD12,035D286967205552407FD8A15E3EA34C,999A8F7230EC8BC527924DA247400CA39B5E0859
"Futebol (Brazil) (Unl)","Futebol (Brazil) (Unl).nes",98304,22F8E680,63F559518DFA8D57621CC6BB0D87A928,240C3DE46DD37B89F8594E6BC4C4AC49874A4E67
"Fuzzical Fighter (Japan)","Fuzzical Fighter (Japan).nes",262144,5E24EEDA,264F1FD580FD704383B8F2AA71767BDA,AEE6B98C78C7969B8E62292344050E2BDE2A5266
"G.I. Joe - A Real American Hero (USA)","G.I. Joe - A Real American Hero (USA).nes",393216,1D2D93FF,FCB354CBDC180ABC990DA9317D619629,C2BC09AE256C6E95CDC2BF4E508DD94EF2168296
"G.I. Joe - A Real American Hero - The Atlantis Factor (USA) (Beta)","G.I. Joe - A Real American Hero - The Atlantis Factor (USA) (Beta).nes",393216,9DDF9017,9F971A7D0A5D46583238DD437FD38F5A,B6C3B0B48D7FE025CBE9169FEF84BE8EE8ACB1C7
"G.I. Joe - The Atlantis Factor (USA)","G.I. Joe - The Atlantis Factor (USA).nes",393216,8C8DEDB6,680990800E767ABF2D64A6CF8D8474D8,62A1FE0392FFD226D954CA1A02109DA58E394F1F
"Gaiapolis (Asia) (Unl)","Gaiapolis (Asia) (Unl).nes",393216,A7EF8F80,62266EAE29FDCCF19BEB7B5332D06B3B,E843AB3D779D4F0BB1F933D6EE99DAA526EFBCF1
"Galactic Crusader (USA) (Unl)","Galactic Crusader (USA) (Unl).nes",65536,09C31CD4,2EEBC980DF26B883774C39C481DAD360,A1F093C411D52C17C8D5AAFB31ABC31AEE0A972C
"Galactic Crusader (Asia) (Unl)","Galactic Crusader (Asia) (Unl).nes",65536,3F2450EA,791B41D02FEC7500D7E101998061CD14,144FB9E5987FE252B8948DDAAA58988DF6B7517F
"Galaga (Japan)","Galaga (Japan).nes",24576,E911BCC4,C90D652840D02C8ECA799B3799BAD6F7,13854EF3982A19317B8AB96A6CA48DB71192A20A
"Galaga (Europe)","Galaga (Europe).nes",40960,999584A8,7810F70FC3C17226A5365EF64283DF0D,6A21DA874662C9B0F9C8F81241D5FBC89F3E2323
"Galaga - Demons of Death (USA)","Galaga - Demons of Death (USA).nes",40960,1DB07C0D,52485AD0D6AACA08BE2C1BD4C855A080,87E536B900DB2976E6B3BD682A4D7ED88AC19DCD
"Galaxian (Japan) (Rev A)","Galaxian (Japan) (Rev A).nes",16384,76A6A813,7EA72482234AC1B3754153A559213367,0FE9120FD5ADC2790B0B9E8FADD136F9C66A709F
"Galaxian (Japan)","Galaxian (Japan).nes",16384,084F61CD,01C1F123F436943527F50EB585025B99,44BC6C4E8B3F6C635281B4C05382E8F316D8269E
"Galaxy 5000 (Europe)","Galaxy 5000 (Europe).nes",262144,4F089E8A,E0DC0F6B60FCFDF59F86CE668DBBCF48,0ADDA9F12AF174BF7E724C9F23745E13F66194BA
"Galaxy 5000 (USA)","Galaxy 5000 (USA).nes",262144,1D20A5C6,B2500CF6125178A6021975F74B91BB8D,583E112FD794AD3B9BCDAE23EB22005C208AA4EE
"Gambler Jiko Chuushinha - Mahjong Game (Japan)","Gambler Jiko Chuushinha - Mahjong Game (Japan).nes",262144,2E2ACAE9,D1A812CFFCFAB9DED12D1F8620FD8878,31E7A573CB6409774901EBBE8F09B056D34D0225
"Gambler Jiko Chuushinha 2 (Japan)","Gambler Jiko Chuushinha 2 (Japan).nes",262144,85F12D37,AFAF9408F0092100B52BD07CDF7925F0,8EF9616555199946C3224125337016FC5CF13E95
"Game Genie (USA) (Unl)","Game Genie (USA) (Unl).nes",24576,2E4CCF46,290FE14B0EC9527406C0D7DE8575A77A,3A8834CF57AF003C8DE9F1BAF2230252980B45D7
"Game Master Kid (Unknown) (Proto) (Unl)","Game Master Kid (Unknown) (Proto) (Unl).bin",16384,8A247477,4C5B210A3D960BF48621C54DED5A2F75,DC7A75C433622E4E8A5600D5297DB267F101E20B
"Game Master Kid (Unknown) (Proto) (RAM) (Unl)","Game Master Kid (Unknown) (Proto) (RAM) (Unl).bin",2048,AA416453,2574A379BF7C2CB0A6AE096A165D7EDF,B0A8BD85C22F486A012331AE873F87DBD855F016
"Game Party (Japan)","Game Party (Japan).nes",262144,F1C76AED,95796671BA31D8ABCC6288DAF0640E60,088F8F85FDD33EC2EF1EBB0374D33FFC634A397D
"Ganbare Goemon 2 (Japan)","Ganbare Goemon 2 (Japan).nes",262144,0CC9FFEC,DE9DE5E4032F03EF63F9D3EF0EE131D3,35C41BA88DD967CF6ECC406DAAAF246304AE7241
"Ganbare Goemon Gaiden - Kieta Ougon Kiseru (Japan)","Ganbare Goemon Gaiden - Kieta Ougon Kiseru (Japan).nes",524288,EB92B32A,AE9B18B69EE9FE316BC64D6FBF9F8B4A,08141D58D442237576EBD50979083263ECE91B47
"Ganbare Goemon Gaiden 2 - Tenka no Zaihou (Japan)","Ganbare Goemon Gaiden 2 - Tenka no Zaihou (Japan).nes",524288,286FCD20,656FA30376774B1CC53D778FC082A787,B9BE6C9D21272DD6E60B27FC081F712B5C9797A8
"Ganbare Goemon! - Karakuri Douchuu (Japan)","Ganbare Goemon! - Karakuri Douchuu (Japan).nes",262144,4FC2F673,7A450A791BF465FB2E25392D75F08E06,73484559D0BED4F28BCDA32107AF2681244DBA4C
"Ganbare Pennant Race! (Japan)","Ganbare Pennant Race! (Japan).nes",262144,90F6FA33,637956AEF4283A9C64DD292935F57914,1B5FC6A78299A66002F3EC522347E6DCBBEF4D9B
"Ganso Saiyuuki - Super Monkey Daibouken (Japan)","Ganso Saiyuuki - Super Monkey Daibouken (Japan).nes",65536,3BF55966,F46B10F94FB07140E1C0B624D20257B2,D284240412B82F6DA0EF95C0B4D7E0540A41EE14
"Garfield - A Week of Garfield (Japan)","Garfield - A Week of Garfield (Japan).nes",163840,B4FF91E7,48F36FE01DD20B84C7DB17CA33BA03B8,2BA415420302708466C78FB1826D03BD0EF43BAC
"Garfield - A Week of Garfield (Japan) (Sample)","Garfield - A Week of Garfield (Japan) (Sample).nes",163840,FB77099E,1A555405AD16564C102C4857EE4054C3,C13D77A980C828A416BA501830851779B71923FB
"Gargoyle's Quest II (Europe)","Gargoyle's Quest II (Europe).nes",262144,86C495C6,23DB13AA5B926F4491DB060967229C04,19EEA64CB2922D4E30797CF34C75597EE86F2538
"Gargoyle's Quest II (USA)","Gargoyle's Quest II (USA).nes",262144,F0E9971B,8645942FBED0A79192543ABF3840E508,EDC4F9CC3BCED542E503A961E22D7B085ED17BCD
"Garry Kitchen's BattleTank (USA)","Garry Kitchen's BattleTank (USA).nes",65536,90D68A43,B8D3640437779169BB1B5346397791DB,7698CE7AE3B83F12518169ECFEEE4D76D643C842
"Gauntlet (USA)","Gauntlet (USA).nes",196608,EC968C51,FD7321183AFD8A0DE24CB65B1D6263AA,3BD76AF54A9A2760E5AF975BEEA877057F08E871
"Gauntlet (USA) (Unl)","Gauntlet (USA) (Unl).nes",196608,CD50A092,C64FE24B4FACAAED8900CB632C6B7B1B,97C351AA8201661C11CE32204F18DD4A6A1D5C28
"Gauntlet II (Europe)","Gauntlet II (Europe).nes",262144,79F688BC,625F467D58362080019FD5BD38253577,89E2C88E15258FC40A2E0F13A8EB1A0D97E1D4B9
"Gauntlet II (USA)","Gauntlet II (USA).nes",262144,1B71CCDB,48790EAE07087E165CA057A01705A205,D4BB5EE1CBD7E5E9F55CA8544174589F697D6B6F
"Gegege no Kitarou - Youkai Daimakyou (Japan) (Beta)","Gegege no Kitarou - Youkai Daimakyou (Japan) (Beta).nes",65536,CE2450C0,2ABEB1C1B58D37CC39BE06FF74C2D806,6893B9E699A36A9C63CB275BB98550CB1C9DABE0
"Gegege no Kitarou - Youkai Daimakyou (Japan)","Gegege no Kitarou - Youkai Daimakyou (Japan).nes",65536,25468546,90227F18CDDCDBAA2F55C2F604F27D53,80203670B3DFC48BF79083637A7122ECB192B470
"Gegege no Kitarou 2 - Youkai Gundan no Chousen (Japan)","Gegege no Kitarou 2 - Youkai Gundan no Chousen (Japan).nes",262144,BDA8F8E4,7F0F1E4E4DEDF47987556208542749FE,863F9A554B050F9E0325B8F0F018B1A6AC55F079
"Geimos (Japan)","Geimos (Japan).nes",40960,1DBD1D2B,DDE731228F7EE9CDA906C7B8508E60A9,E36880D2189BC99BA345081B2F359307A6610532
"Gekikame Ninja Den (Japan)","Gekikame Ninja Den (Japan).nes",262144,64A02715,1A18853B8ACD338915CDA7E6C59454BB,D3CBC72802AC0D56E4F992652E16A60383BD93C3
"Gekitotsu Yonku Battle (Japan)","Gekitotsu Yonku Battle (Japan).nes",131072,04109355,F12BD5D8AFA47098D3052B6271ABB6F9,C1C920379BBB9D78A88B918CCCBB149BA1EF862A
"Gekitou Pro Wrestling!! - Toukon Densetsu (Japan)","Gekitou Pro Wrestling!! - Toukon Densetsu (Japan).nes",262144,50893B58,39F428E4F0DF028353D1A9ADDD3B2241,09083998F424E626F68A260BBF6925A73D0D2D84
"Gekitou Stadium!! (Japan)","Gekitou Stadium!! (Japan).nes",262144,481519B1,A9F0EFBA398E224F8FE79A8A8E073A28,161FB56493F43A826EADF56C9EB18BC619EEB416
"Gemfire (USA)","Gemfire (USA).nes",524288,0EC6C023,E7BD3A5E342A32DFB6AAC00630A5D6F5,63347651E2405BC6E50DFF42F050C60332221E03
"Genghis Khan (USA)","Genghis Khan (USA).nes",262144,2225C20F,B639651A856794563559DDFDE1A3681E,209911D7BD15ABB7BEF2E35A473DF725B6738CD7
"Genpei Touma Den - Computer Boardgame (Japan)","Genpei Touma Den - Computer Boardgame (Japan).nes",196608,C372399B,29AD85A6F2CD8200402CA1B425864AB4,49DB2FC8812D10BDBEDAF9EAF99B71FE117AAB0F
"George Foreman's KO Boxing (Europe)","George Foreman's KO Boxing (Europe).nes",393216,8C88536F,CD0F3D8D41A46FCBB8D19B5CBDFFD9AB,21AFFEB0462B15A8D5A52B7610DF69AAA3B16805
"George Foreman's KO Boxing (USA)","George Foreman's KO Boxing (USA).nes",393216,AF05F37E,650D9837E87D758D50B8DE942EAA4C48,8A20080A4F8EF1268C1555913510733055031C5E
"Getsufuu Maden (Japan)","Getsufuu Maden (Japan).nes",262144,49123146,1DD21B592B6A3221B276828A75B6F321,D43D51E63AB14F5DEB38FD2C393E7550705675B4
"Ghost'n Goblins (Europe)","Ghost'n Goblins (Europe).nes",131072,9369A2F8,51661E523B00AADF1EEF1AD6B2D27258,A369B2A4A468C9E69533709E0DC3495457C9B9B2
"Ghostbusters (USA)","Ghostbusters (USA).nes",65536,6A154B68,734C4FF66AA541B202C2B2C51CAB4BBB,F411C7903452C9470C8BF73FED334C485F14A8E4
"Ghostbusters (Japan)","Ghostbusters (Japan).nes",65536,4057C51B,10A63F364FB292ED2D6406F495CFC812,38A64BE0202DB4761BC65065C1D9D8F3FC784F5E
"Ghostbusters II (Europe)","Ghostbusters II (Europe).nes",262144,7B55D481,5BD2B0620293646A518255E15E1AB242,152B471669CFD9712DAC55ECB87E33E4BB7A7E97
"Ghostbusters II (USA)","Ghostbusters II (USA).nes",262144,2AE97660,34831D40E08DA527BC1B32F572C84561,2D48241F5453DDA96FEC840F9E9501979B07B73C
"Ghosts'n Goblins (USA)","Ghosts'n Goblins (USA).nes",131072,B4E4879E,8C3C9B041392F8EF06F6B0C7432C589C,CA03C76B65F0FE5B1D05149D7E9A97B4D5F44A27
"Ghoul School (USA)","Ghoul School (USA).nes",262144,2BC25D5A,57DE5B9FCC2007F0E8500E25274401A1,CABE711271A3012BB6C37F33F07DB5A3D5B8C02F
"Gimmi a Break - Shijou Saikyou no Quiz Ou Ketteisen (Japan)","Gimmi a Break - Shijou Saikyou no Quiz Ou Ketteisen (Japan).nes",131072,D9F45BE9,73295FAAB17A31AEBBD115EABEED0251,748D702845DF060345FD621E4164A2B4CF4F2194
"Gimmi a Break - Shijou Saikyou no Quiz Ou Ketteisen 2 (Japan)","Gimmi a Break - Shijou Saikyou no Quiz Ou Ketteisen 2 (Japan).nes",262144,1545BD13,E56FCCC159129D14FC981739C89F747F,DDEBE86096DAF3B6DCD714C33A91E912F91DA7CE
"Gimmick! (Japan)","Gimmick! (Japan).nes",393216,0D65E7C7,A46B4A632770B57F13D0327B346F4213,9336C1968359C55C3E4438579C7BF14C443EDEBE
"Ginga Eiyuu Densetsu (Japan)","Ginga Eiyuu Densetsu (Japan).nes",262144,8D5B77C0,0E78D5B358E0A226101C57B851A01110,D8621C9AA030E60453D74E2EC1CEE1B45DD1B855
"Ginga no Sannin (Japan)","Ginga no Sannin (Japan).nes",131072,8A368744,477EB23C03E46B949E3952E6656477D4,55C7B3672C12CD57E7CCDD30D7A31675C65C7A9D
"Go! Benny! (Unknown) (Unl)","Go! Benny! (Unknown) (Unl).nes",65536,86083FBC,6BA79820DDA62F736122EBA09A9707EA,D1AE8B4C64D4C5E387446A5D3B5CA3B152E0E26A
"Goal! (USA)","Goal! (USA).nes",393216,84148F73,A58EE614F9BC3F59393180BB52689DDC,ABB50CDC61112A03FC4089E30C49F82C8FDDA790
"Goal! (Europe)","Goal! (Europe).nes",393216,C0103592,EBDF9BF3A3E1D910FE929E738FC88873,5F95803CBD4392439FF7046D87830C8A66BA3EE1
"Goal! Two (USA)","Goal! Two (USA).nes",262144,90C773C1,E8A6E40C2E93668895BBC0B58F208E50,2043F789A7B75E72DE91847C4818256733D4B406
"Goal!! (Japan)","Goal!! (Japan).nes",262144,5B7AC91F,7B2AF1F5BC48267CBD2A094004CE731D,3B433F901CFB0EA7C9CD2EA2DF4550D2DF7CBA14
"God Slayer - Haruka Tenkuu no Sonata (Japan)","God Slayer - Haruka Tenkuu no Sonata (Japan).nes",393216,79698B98,957F8E9AB4D44C83DC2D1FE271A5F0D7,A9989F97B18D676B39E282FFC32483C0DFDFCAFA
"Godzilla (Japan)","Godzilla (Japan).nes",262144,8A36D2B7,18F0779ADA90C785826C1DD427880137,37EAEA125906AA63C30B7215BD63FD9AE1AD9974
"Godzilla - Monster of Monsters! (USA)","Godzilla - Monster of Monsters! (USA).nes",262144,74386F15,CEED379AD9DBCC75CCAE5DB3268C3D84,A6C4B53C76F4EE62DF4F2B6A6D81A06CD3E005E0
"Godzilla - Monster of Monsters! (Europe)","Godzilla - Monster of Monsters! (Europe).nes",262144,46480432,CAD1F1E422A087586AFCD1BD4F97C66B,7DC498425A46DF90C16BC0B97ABFD3571EBAB099
"Godzilla 2 - War of the Monsters (USA)","Godzilla 2 - War of the Monsters (USA).nes",262144,9FB32923,A54163AB8B1FE40C0CD81638357CC0D4,E8F38B21A2CB5373993B3CD61345B742A45747F5
"Golf (Europe)","Golf (Europe).nes",24576,565B1BDB,9E7755AEDE0E78954D83D03A87274CCD,E97F2ACF42183A3559103910E06FA5EE616CEB87
"Golf (USA)","Golf (USA).nes",24576,E7D2C49D,F0D94F25DB202C935CD8F1CDDE10A0AA,D4F52D21EF6C872FFACEA083161DBDA0234924D5
"Golf (Japan)","Golf (Japan).nes",24576,5C9063E0,7915989354F8B96E10AA4A6D0E163C55,CE5CE75848FCE78807441386B1430BA0F8F22EEE
"Golf '92, The (Japan)","Golf '92, The (Japan).nes",262144,139B15BA,08021BE248572BE47B3F00878D485F14,8E1316D6C938DB9E46A4C1B5B23892098C68E2F4
"Golf Club - Birdy Rush (Japan)","Golf Club - Birdy Rush (Japan).nes",262144,FCB13110,BA9BEC81B6D77B647F10BBC38A70CA1D,0CBCDF7D48A71C44200F4EF9225597992CA1007C
"Golf Grand Slam (USA)","Golf Grand Slam (USA).nes",262144,CF5F8AF0,96D9F8C0DBA2B53A249B88D7CD685DAB,B5F64E766F3FD5C4DEC2673DA83E111782DAF0B1
"Golf Grand Slam (Japan)","Golf Grand Slam (Japan).nes",262144,3F0C8136,BC40439A1E654AC6C5565BE3E48146DC,CFF9FE0D8F2E9490E1DA787A93FCEF88D83153CA
"Golf Ko Open (Japan)","Golf Ko Open (Japan).nes",393216,BACA10A9,76C18D62812AAC3DE2D37AE2882DD5D8,A965570E7A28DFF7340B31C3CBC635CCCB724959
"Golgo 13 - Daiisshou - Kamigami no Tasogare (Japan)","Golgo 13 - Daiisshou - Kamigami no Tasogare (Japan).nes",262144,A0006B26,1E8593FBB010DF9EA3F48B97C2532A8D,D9AA24B9625F66D928F31C7BC749ADE670057194
"Golgo 13 - Dainishou - Icarus no Nazo (Japan)","Golgo 13 - Dainishou - Icarus no Nazo (Japan).nes",262144,27D34A57,24E79B8D91E2B9DEF150B2B7959852E7,34C0191C7252BBE6450AD7B19E45F8B0D676789C
"Golgo 13 - Top Secret Episode (USA)","Golgo 13 - Top Secret Episode (USA).nes",262144,F532F09A,C3D93CC8BD474289D255125BEEA4D99D,3DD16BE6218CF608D1B03283227B14B4404E3652
"Gomoku Narabe (Japan)","Gomoku Narabe (Japan).nes",24576,4A99B47E,B501844DD9CF3364FE376BE19BE979A1,F37AA34F80A6D87C121271A99E78B2416983FBBC
"Goonies (Japan)","Goonies (Japan).nes",49152,E6DF6616,465DC95C995E70B3A161F06D67C1942D,D85F671830E18376840285D457A7F59659882B8B
"Goonies 2 - Fratelli Saigo no Chousen (Japan)","Goonies 2 - Fratelli Saigo no Chousen (Japan).nes",131072,92F04530,00B56614B73B76DEA1877808B501D4CB,16FEF4831587A738D76E85517A1C6EE5FD87CAC3
"Goonies II, The (USA)","Goonies II, The (USA).nes",131072,999577B6,6CE1F32C9177B0B79B390B5CE6A2DB52,637D894A3704099F8519D1B048219395F14C6BB7
"Goonies II, The (Europe)","Goonies II, The (Europe).nes",131072,8897A8F1,9E1A2506E75D135858F2E5198F1C2442,58A45FA6B22F0507D1575EA54E70122F469A600F
"Goonies II, The - Fratelli Saigo no Chousen (Japan) (Beta)","Goonies II, The - Fratelli Saigo no Chousen (Japan) (Beta).nes",131072,85BFFFEF,E8DA6F8E7DE9EA1E888F86C1BD638962,84553BE6178FA680F1D238B81E48F60DE6677AEA
"Gorby no Pipeline Daisakusen (Japan)","Gorby no Pipeline Daisakusen (Japan).nes",65536,1829616A,26A6F119D2CFD2CFC0134DA73E17726E,2B5889759B3C5AFCF00F58F15879507945B33D57
"Gorilla Man, The (Japan)","Gorilla Man, The (Japan).nes",524288,9FD718FD,04001B9E6260FF23072671469D321B59,D477320DC99B294B5D26995F1527ECA0233F2F46
"Gotcha! - The Sport! (USA)","Gotcha! - The Sport! (USA).nes",65536,4E959173,B2C30D47953DF74CB3B60E4FED5C30DA,FAAED4082BCF7424C040847DAA3A44C1462B1542
"Gozonji - Yaji Kita Chin Douchuu (Japan)","Gozonji - Yaji Kita Chin Douchuu (Japan).nes",393216,0DA00298,4F1A84046F5DC12E6A9EDF53A2B14556,7138B8F0E6CC530B70CEB8082BCA8F8FF06D7776
"Gradius (Europe)","Gradius (Europe).nes",65536,51C51C35,CD8CF02F03EAF13FD61ED3CEF9A7EBD6,2ADF1ECDD66937A5FF1BA7DF666BDC14E1326A80
"Gradius (Japan) (ArchiMENdes Hen)","Gradius (Japan) (ArchiMENdes Hen).nes",65536,DE395EFD,40C601FFC9B78AC8BB1B25DC6ED45EF1,71334B2E4474CB3C184E90C66B1B1A347BE01D8D
"Gradius (USA)","Gradius (USA).nes",65536,350D835E,49C0FFBD6FCA692E7C567B4D72AE0847,9282E87C643557682AEE674174821BF3A0FE3876
"Gradius (Japan)","Gradius (Japan).nes",65536,D8EFF0DF,DCE09B5052897B78CA7F9370568CB0C2,C823768907793E5BF3BECF52E8A654CEE69EE116
"Gradius II (Japan)","Gradius II (Japan).nes",262144,5ADBF660,148F4D81C1B833FD16F8EA51152AD3A9,6A493CC7A3745F44E2EC4BA0FA71BFA89FF5CF37
"Grand Master (Japan)","Grand Master (Japan).nes",393216,C060ED0A,730EBA9A9F5C23C01B97F9AAA0CD39E0,0D723C21E6D4A3F4B5B12054F0A2DC3D8D746B01
"Great Battle Cyber (Japan)","Great Battle Cyber (Japan).nes",393216,1D89610E,F060C83C6022AB8ECBCF67E640E00109,839D7DE8101A228A69C7A067AECE9BEE79F4FCA7
"Great Boxing - Rush Up (Japan)","Great Boxing - Rush Up (Japan).nes",262144,175EDA0B,BBE3F1F0DC7A7B5ACE6913CC3E6A6DED,F8EDF52C66444B36C148A3A93270BED9E3E9134D
"Great Deal (Japan)","Great Deal (Japan).nes",131072,BCF68611,611F78E7E53981FA9545D2F9A1F3C980,D5C89CD8775808C8A85037BC34328BC457E0E696
"Great Tank (Japan)","Great Tank (Japan).nes",262144,D09B74DC,48BA7CCC5E525D19CCBE698A45A2C772,060FB59A6C4C7F8E4744CE6AE44263238D7AB10E
"Great Waldo Search, The (USA)","Great Waldo Search, The (USA).nes",262144,2DFF7FDC,6C65ADCC168C838238B2189DB61A2BA9,A08174EAC44CB2AC0412B65288AE72358A91080F
"Great Wall, The (Asia) (PAL) (Unl)","Great Wall, The (Asia) (PAL) (Unl).nes",65536,795BC424,DA05295F779B882A113B04E445B166F9,29320367B20F6D6243CFB53E094ECD14AAB7AF2A
"Greg Norman's Golf Power (USA)","Greg Norman's Golf Power (USA).nes",131072,1352F1B9,DA2649E1060D28D1FD33B9CEC1D2D87F,EC5498889CF0543DE2C71836788766BC0F5FB98B
"Gremlin 2 - Shinshu Tanjou (Japan)","Gremlin 2 - Shinshu Tanjou (Japan).nes",393216,0897021B,EBDC427E6D96CE20BC1AD1F74D34E220,276C7C2CE4EAA4B838F8188DF60E2ECB9946215F
"Gremlins 2 - The New Batch (USA)","Gremlins 2 - The New Batch (USA).nes",393216,0ED96F42,845DCA95AB1008E045E2EB965E61556C,6446B7BAE7C3FEAAB5B85543CB8E54F0F186097F
"Gremlins 2 - The New Batch (Europe)","Gremlins 2 - The New Batch (Europe).nes",393216,2B20B022,404A7EEDD0B9348EAB4A06E412B49EAD,4F94BDD09B7092C94A17FB48F38CD7A6F369891B
"Gremlins 2 - The New Batch (Europe) (Beta)","Gremlins 2 - The New Batch (Europe) (Beta).nes",393216,8BDD3D93,EC9167A5140A1B234AC3A925A7354D9B,5235B0AF85421E98DDBBD88D02D44A824330B16A
"Guardian Legend, The (USA)","Guardian Legend, The (USA).nes",131072,FA43146B,3FA50469878212F7FEB8FA784404DEAC,3774ABE51D449579E5D90D90A816FDB98D8E332E
