"Title","MetaScore","UserScore","Publisher","Developer","Genre","Date","BoxArtFrontURL","BoxArtBackURL","ReferenceURL",
"Little Magic","","- -","Data East","","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/6/9/3/579693_20097_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/9/3/579693_20097_back.jpg","http://www.gamespot.com/little-magic-1990/platform/nes/"
"Disney's The Little Mermaid","","6.7","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/1/6/587416_39646_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/1/6/587416_39646_back.jpg","http://www.gamespot.com/disneys-the-little-mermaid/platform/nes/"
"Little Nemo: The Dream Master","","8.1","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/1/7/587417_46945_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/1/7/587417_46945_back.jpg","http://www.gamespot.com/little-nemo-the-dream-master/platform/nes/"
"Little Ninja Brothers","","8.1","Culture Brain","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/1/8/587418_46946_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/1/8/587418_46946_back.jpg","http://www.gamespot.com/little-ninja-brothers/platform/nes/"
"Little Red Hood","","2.5","HES Interactive","Sachen","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/9/9/567299_58835_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/9/9/567299_58835_back.jpg","http://www.gamespot.com/little-red-hood/platform/nes/"
"Little Samson","","8.6","Taito Corporation","Takeru","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/1/9/587419_46947_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/1/9/587419_46947_back.jpg","http://www.gamespot.com/little-samson/platform/nes/"
"Lode Runner","","6.9","Broderbund","Hudson","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/4/2/0/587420_56999_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/0/587420_56999_back.jpg","http://www.gamespot.com/lode-runner/platform/nes/"
"The Lone Ranger","","8.5","Konami","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/3/5/563435_29027_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/5/563435_29027_back.jpg","http://www.gamespot.com/the-lone-ranger/platform/nes/"
"Loopz","","7.1","Mindscape Inc.","B.I.T.S.","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/4/2/1/587421_39647_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/1/587421_39647_back.jpg","http://www.gamespot.com/loopz/platform/nes/"
"Lost Word of Jenny: Ushinawareta Message","","- -","Takara","","Action","","http://image.gamespotcdn.net/gamespot/images/box/3/8/5/578385_18806_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/8/5/578385_18806_back.jpg","http://www.gamespot.com/lost-word-of-jenny-ushinawareta-message/platform/nes/"
"Low G Man: The Low Gravity Man","","6.7","Taxan","Kid","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/2/3/587423_39649_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/3/587423_39649_back.jpg","http://www.gamespot.com/low-g-man-the-low-gravity-man/platform/nes/"
"Lunar Pool","","7.1","FCI, Inc.","Compile","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/4/2/4/587424_39650_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/4/587424_39650_back.jpg","http://www.gamespot.com/lunar-pool/platform/nes/"
"Lupin Sansei: Pandora no Isan","","5.5","Namco","TOSE","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/0/2/578502_18037_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/0/2/578502_18037_back.jpg","http://www.gamespot.com/lupin-sansei-pandora-no-isan/platform/nes/"
"M.C. Kids","","7.1","Virgin Interactive","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/3/6/563436_70521_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/6/563436_70521_back.jpg","http://www.gamespot.com/m-c-kids/platform/nes/"
"M.U.L.E.","","8.0","Mindscape Inc.","Ozark Softscape","Strategy","","http://image.gamespotcdn.net/gamespot/images/box/4/2/5/587425_46948_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/5/587425_46948_back.jpg","http://www.gamespot.com/m-u-l-e/platform/nes/"
"M.U.S.C.L.E.","","5.5","Bandai","TOSE","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/4/2/6/587426_39651_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/6/587426_39651_back.jpg","http://www.gamespot.com/m-u-s-c-l-e/platform/nes/"
"Mach Rider","","6.8","Nintendo","Hal","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/2/7/587427_39652_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/7/587427_39652_back.jpg","http://www.gamespot.com/mach-rider/platform/nes/"
"Mad Max","","5.6","Mindscape Inc.","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/2/8/587428_39653_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/8/587428_39653_back.jpg","http://www.gamespot.com/mad-max-1990/platform/nes/"
"The Mafat Conspiracy","","6.9","Vic Tokai","Aicom","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/2/9/587429_39654_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/2/9/587429_39654_back.jpg","http://www.gamespot.com/the-mafat-conspiracy/platform/nes/"
"Magic Block","","- -","NTDEC","Mega Soft","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/5/3/8/937538_83350_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/3/8/937538_83350_back.jpg","http://www.gamespot.com/magic-block/platform/nes/"
"Magic Carpet 1001","","6.8","Gluk","MegaSoft","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/7/7/952677_111480_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/7/7/952677_111480_back.jpg","http://www.gamespot.com/magic-carpet-1001/platform/nes/"
"Magic Darts","","5.5","Romstar","","Sports","","http://image.gamespotcdn.net/gamespot/images/box/4/3/1/587431_39655_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/1/587431_39655_back.jpg","http://www.gamespot.com/magic-darts/platform/nes/"
"Magic Jewelry","","7.4","RCM","Hwang Shinwei","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/3/9/4/935394_79594_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/9/4/935394_79594_back.jpg","http://www.gamespot.com/magic-jewelry/platform/nes/"
"Magic Jewelry II","","10","RCM","Hwang Shinwei","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/8/1/8/935818_80488_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/8/1/8/935818_80488_back.jpg","http://www.gamespot.com/magic-jewelry-ii/platform/nes/"
"Magic Johnson's Fast Break","","5.6","Tradewest","Software Creations","Sports","","http://image.gamespotcdn.net/gamespot/images/box/4/3/2/587432_39656_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/2/587432_39656_back.jpg","http://www.gamespot.com/magic-johnsons-fast-break/platform/nes/"
"The Magic of Scheherazade","","8.1","Culture Brain","","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/4/3/3/587433_39657_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/3/587433_39657_back.jpg","http://www.gamespot.com/the-magic-of-scheherazade/platform/nes/"
"Magical * Taruruuto-kun: Fantastic World!!","","- -","Bandai","TOSE","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/4/5/570545_9022_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/4/5/570545_9022_back.jpg","http://www.gamespot.com/magical-taru-ruto-kun-fantastic-world/platform/nes/"
"Magical Tower","","7.8","Sachen","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/9/6/935296_79408_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/9/6/935296_79408_back.jpg","http://www.gamespot.com/magical-tower/platform/nes/"
"Magician","","6.8","Taxan","Eurocom Entertainment Software","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/3/4/587434_46949_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/4/587434_46949_back.jpg","http://www.gamespot.com/magician/platform/nes/"
"Magmax","","6.2","Nihon Bussan","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/3/5/587435_3218_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/5/587435_3218_back.jpg","http://www.gamespot.com/magmax/platform/nes/"
"Magnum Kiki Ippatsu: Empire City 1931","","- -","Toshiba EMI","Seibu Kaihatsu","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/3/3/578533_19172_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/3/3/578533_19172_back.jpg","http://www.gamespot.com/magnum-kiki-ippatsu-empire-city-1931/platform/nes/"
"Mahjang Companion","","8.3","Sachen","Thin Chen Enterprises","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/4/0/2/936402_81551_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/0/2/936402_81551_back.jpg","http://www.gamespot.com/mahjang-companion/platform/nes/"
"Mahjong","","8.2","Nintendo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/1/9/578219_117460_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/1/9/578219_117460_back.jpg","http://www.gamespot.com/mahjong-1986/platform/nes/"
"Mahjong Academy","","- -","Sachen","Thin Chen Enterprises","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/8/0/7/935807_80477_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/8/0/7/935807_80477_back.jpg","http://www.gamespot.com/mahjong-academy/platform/nes/"
"Mahjong Block","","8.0","Micro Genius","TXC Corp","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/5/6/0/989560_159234_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/6/0/989560_159234_back.jpg","http://www.gamespot.com/mahjong-block/platform/nes/"
"Mahjong Taikai","","- -","Koei","","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/4/9/1/579491_20065_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/9/1/579491_20065_back.jpg","http://www.gamespot.com/mahjong-taikai/platform/nes/"
"Mahjong Taisen","","- -","Nichibutsu","Nihon Bussan","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/5/9/570659_9817_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/5/9/570659_9817_back.jpg","http://www.gamespot.com/mahjong-taisen/platform/nes/"
"Mahou no Princess Minkiimomo Remember Dream","","- -","Yutaka","Bits Laboratory","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/7/2/570672_9774_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/7/2/570672_9774_back.jpg","http://www.gamespot.com/mahou-no-princess-minkiimomo-remember-dream/platform/nes/"
"Majaventure: Mahjong Senki","","- -","Tokuma Shoten","","Action","","http://image.gamespotcdn.net/gamespot/images/box/7/0/8/579708_20623_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/7/0/8/579708_20623_back.jpg","http://www.gamespot.com/majaventure-mahjong-senki/platform/nes/"
"Majin Eiyuuden Wataru Gaiden","","8.5","Bandai","West One","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/5/7/7/579577_20016_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/7/7/579577_20016_back.jpg","http://www.gamespot.com/majin-eiyuuden-wataru-gaiden/platform/nes/"
"Major League","","- -","Irem","","Sports","","http://image.gamespotcdn.net/gamespot/images/box/4/9/0/579490_20510_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/9/0/579490_20510_back.jpg","http://www.gamespot.com/major-league/platform/nes/"
"Major League Baseball","","6.8","LJN Ltd.","ATLUS","Sports","","http://image.gamespotcdn.net/gamespot/images/box/4/3/7/563437_45508_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/7/563437_45508_back.jpg","http://www.gamespot.com/major-league-baseball/platform/nes/"
"Majou Densetsu II: Daimashikyou Galious","","6.6","Konami","","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/9/7/3/562973_18180_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/9/7/3/562973_18180_back.jpg","http://www.gamespot.com/majou-densetsu-ii-daimashikyou-galious/platform/nes/"
"Maniac Mansion","","8.6","Jaleco Entertainment","Lucasfilm Games","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/4/3/8/563438_49622_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/8/563438_49622_back.jpg","http://www.gamespot.com/maniac-mansion-1990/platform/nes/"
"Mappy","","7.5","Namco","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/2/6/578226_18016_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/2/6/578226_18016_back.jpg","http://www.gamespot.com/mappy/platform/nes/"
"Mappy-Land","","6.3","Taxan","TOSE","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/3/7/587437_39659_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/7/587437_39659_back.jpg","http://www.gamespot.com/mappy-land/platform/nes/"
"Marble Madness","","7.8","Milton Bradley","Rare Ltd.","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/4/3/8/587438_46950_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/8/587438_46950_back.jpg","http://www.gamespot.com/marble-madness/platform/nes/"
"Mario Bros.","","7.9","Nintendo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/3/9/563439_29029_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/9/563439_29029_back.jpg","http://www.gamespot.com/mario-bros/platform/nes/"
"Mario Is Missing!","","5.2","Software Toolworks","Radical Entertainment","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/4/4/0/563440_45509_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/0/563440_45509_back.jpg","http://www.gamespot.com/mario-is-missing/platform/nes/"
"Mario's Time Machine","","5.8","Software Toolworks","Radical Entertainment","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/4/3/9/587439_46951_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/9/587439_46951_back.jpg","http://www.gamespot.com/marios-time-machine/platform/nes/"
"Marusa no Onna","","- -","Capcom","","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/4/7/6/579476_19575_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/7/6/579476_19575_back.jpg","http://www.gamespot.com/marusa-no-onna/platform/nes/"
"Master Chu and the Drunkard Hu","","4.0","Color Dreams","Sachen","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/0/587440_39660_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/0/587440_39660_back.jpg","http://www.gamespot.com/master-chu-and-the-drunkard-hu/platform/nes/"
"Master Fighter II: The World Warrior","","8.2","Xoxo Soft","","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/5/6/575556_85696_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/5/6/575556_85696_back.jpg","http://www.gamespot.com/master-fighter-ii-the-world-warrior/platform/nes/"
"Master Shooter","","9.0","NTDEC","Mega Soft","Action","","http://image.gamespotcdn.net/gamespot/images/box/0/0/1/986001_155096_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/0/0/1/986001_155096_back.jpg","http://www.gamespot.com/master-shooter/platform/nes/"
"Masuzoe Youichi: Asa Made Famicom","","- -","Coconuts Japan","","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/6/5/4/570654_9458_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/5/4/570654_9458_back.jpg","http://www.gamespot.com/masuzoe-youichi-asa-made-famicom/platform/nes/"
"Maxi 15","","3.2","American Video Entertainment","Various","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/2/587442_39662_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/2/587442_39662_back.jpg","http://www.gamespot.com/maxi-15/platform/nes/"
"Mechanized Attack","","7.2","SNK","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/3/587443_39663_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/3/587443_39663_back.jpg","http://www.gamespot.com/mechanized-attack/platform/nes/"
"Mega Man","","8.4","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/1/563441_29030_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/1/563441_29030_back.jpg","http://www.gamespot.com/mega-man-1990/platform/nes/"
"Mega Man 2","","8.8","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/2/563442_29031_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/2/563442_29031_back.jpg","http://www.gamespot.com/mega-man-2/platform/nes/"
"Mega Man 3","","8.7","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/3/563443_29032_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/3/563443_29032_back.jpg","http://www.gamespot.com/mega-man-3-1990/platform/nes/"
"Mega Man 4","","8.4","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/4/563444_29033_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/4/563444_29033_back.jpg","http://www.gamespot.com/mega-man-4/platform/nes/"
"Mega Man 5","","8.4","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/4/587444_39664_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/4/587444_39664_back.jpg","http://www.gamespot.com/mega-man-5/platform/nes/"
"Mega Man 6","","8.3","Nintendo","Capcom","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/5/563445_29034_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/5/563445_29034_back.jpg","http://www.gamespot.com/mega-man-6/platform/nes/"
"Meitantei Holmes: Kiri no London Satsujin Jiken","","- -","Towachiki","","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/5/8/5/578585_19371_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/8/5/578585_19371_back.jpg","http://www.gamespot.com/meitantei-holmes-kiri-no-london-satsujin-jiken/platform/nes/"
"Meitantei Holmes: M-Kara no Chousenjou","","2.0","Towachiki","Another","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/4/4/3/579443_20787_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/3/579443_20787_back.jpg","http://www.gamespot.com/meitantei-holmes-m-kara-no-chousenjou/platform/nes/"
"Menace Beach","","4.4","Color Dreams","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/5/587445_39665_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/5/587445_39665_back.jpg","http://www.gamespot.com/menace-beach/platform/nes/"
"Mendel Palace","","8.1","Hudson Soft","Game Freak","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/6/587446_66922_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/6/587446_66922_back.jpg","http://www.gamespot.com/mendel-palace/platform/nes/"
"Mermaids of Atlantis: The Riddle of the Magic Bubble","","7.1","American Video Entertainment","Panesian","Action","","http://image.gamespotcdn.net/gamespot/images/box/1/5/9/587159_74319_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/1/5/9/587159_74319_back.jpg","http://www.gamespot.com/mermaids-of-atlantis-the-riddle-of-the-magic-bubb/platform/nes/"
"Metal Fighter","","3.7","Color Dreams","Joy Van","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/8/587448_46952_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/8/587448_46952_back.jpg","http://www.gamespot.com/metal-fighter/platform/nes/"
"Metal Force","","7.0","Daou","Open Corp","Action","","http://image.gamespotcdn.net/gamespot/images/box/0/9/2/611092_185392_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/0/9/2/611092_185392_back.jpg","http://www.gamespot.com/metal-force-1993/platform/nes/"
"Metal Gear","","8.3","Ultra","Konami","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/9/587449_49871_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/9/587449_49871_back.jpg","http://www.gamespot.com/metal-gear/platform/nes/"
"Metal Mech: Man & Machine","","6.7","Jaleco Entertainment","Sculptured Software","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/4/6/563446_29035_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/4/6/563446_29035_back.jpg","http://www.gamespot.com/metal-mech-man-and-machine/platform/nes/"
"Metal Storm","","8.3","Irem","Tamtex","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/5/0/587450_39667_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/0/587450_39667_back.jpg","http://www.gamespot.com/metal-storm/platform/nes/"
"Metro-Cross","","- -","Namco","Now Production","Driving","","http://image.gamespotcdn.net/gamespot/images/box/3/4/4/578344_18029_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/4/4/578344_18029_back.jpg","http://www.gamespot.com/metro-cross-1986/platform/nes/"
"Metroid","","8.5","Nintendo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/8/9/519689_49516_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/8/9/519689_49516_back.jpg","http://www.gamespot.com/metroid/platform/nes/"
"Mezase! Top Pro Green ni Kakeru Yume","","- -","Jaleco Entertainment","TOSE","Sports","","http://image.gamespotcdn.net/gamespot/images/box/7/0/6/570706_8779_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/7/0/6/570706_8779_back.jpg","http://www.gamespot.com/mezase-top-pro-green-ni-kakeru-yume/platform/nes/"
"Michael Andretti's World Grand Prix","","4.8","American Sammy","Human Entertainment","Driving","","http://image.gamespotcdn.net/gamespot/images/box/4/5/1/587451_39668_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/1/587451_39668_back.jpg","http://www.gamespot.com/michael-andrettis-world-grand-prix/platform/nes/"
"Mickey Mousecapade","","6.4","Capcom","Hudson","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/5/2/587452_46953_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/2/587452_46953_back.jpg","http://www.gamespot.com/mickey-mousecapade/platform/nes/"
"Mickey's Adventure in Numberland","","4.7","Hi-Tech","Beam Software","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/5/3/587453_39669_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/3/587453_39669_back.jpg","http://www.gamespot.com/mickeys-adventure-in-numberland/platform/nes/"
"Mickey's Safari in Letterland","","3.9","High Tech","Beam Software","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/5/4/587454_39670_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/4/587454_39670_back.jpg","http://www.gamespot.com/mickeys-safari-in-letterland/platform/nes/"
"Micro Machines","","7.9","Camerica","Codemasters","Driving","","http://image.gamespotcdn.net/gamespot/images/box/4/5/5/587455_39671_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/5/587455_39671_back.jpg","http://www.gamespot.com/micro-machines-1991/platform/nes/"
"MiG 29: Soviet Fighter","","6.9","Camerica","Codemasters","Simulation","","http://image.gamespotcdn.net/gamespot/images/box/4/5/6/587456_39672_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/6/587456_39672_back.jpg","http://www.gamespot.com/mig-29-soviet-fighter/platform/nes/"
"Might & Magic: Secret of the Inner Sanctum","","7.8","American Sammy","G-Amusements","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/4/5/7/587457_3393_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/7/587457_3393_back.jpg","http://www.gamespot.com/might-and-magic-gates-to-another-world/platform/nes/"
"Mighty Bomb Jack","","6.4","Tecmo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/5/8/587458_39673_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/8/587458_39673_back.jpg","http://www.gamespot.com/mighty-bomb-jack-1987/platform/nes/"
"Mighty Final Fight","","8.1","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/5/9/587459_39674_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/9/587459_39674_back.jpg","http://www.gamespot.com/mighty-final-fight/platform/nes/"
"Mike Tyson's Punch-Out!!","","8.9","Nintendo","","Sports","","http://image.gamespotcdn.net/gamespot/images/box/2/4/6/525246_28423_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/6/525246_28423_back.jpg","http://www.gamespot.com/mike-tysons-punch-out/platform/nes/"
"Millionaire","","1.0","Sachen","Thin Chen Enterprises","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/3/0/7/931307_72446_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/0/7/931307_72446_back.jpg","http://www.gamespot.com/millionaire/platform/nes/"
"Millipede","","6.8","Hal","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/6/1/587461_54991_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/6/1/587461_54991_back.jpg","http://www.gamespot.com/millipede/platform/nes/"
"Milon's Secret Castle","","6.3","Hudson","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/6/2/587462_39676_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/6/2/587462_39676_back.jpg","http://www.gamespot.com/milons-secret-castle/platform/nes/"
"Mindblower Pak","","9.0","HES Interactive","Sachen","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/6/1/7/942617_94508_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/1/7/942617_94508_back.jpg","http://www.gamespot.com/mindblower-pak/platform/nes/"
"Mine Sweeper","","7.7","Sachen","Thin Chen Enterprises","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/8/1/9/935819_80489_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/8/1/9/935819_80489_back.jpg","http://www.gamespot.com/mine-sweeper-1989/platform/nes/"
"Mine Sweeper 2","","8.0","Sachen","Thin Chen Enterprises","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/8/0/8/935808_80478_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/8/0/8/935808_80478_back.jpg","http://www.gamespot.com/mine-sweeper-2/platform/nes/"
"Mine Sweeper 3","","9.0","Sachen","Thin Chen Enterprises","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/8/0/9/935809_80479_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/8/0/9/935809_80479_back.jpg","http://www.gamespot.com/mine-sweeper-3/platform/nes/"
"The Miracle Piano Teaching System","","6.3","Mindscape Inc.","Software Toolworks","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/6/4/587464_39677_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/6/4/587464_39677_back.jpg","http://www.gamespot.com/the-miracle-piano-teaching-system-1990/platform/nes/"
"Mission Cobra","","6.6","Bunch Games, Inc.","Sachen","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/6/5/587465_39678_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/6/5/587465_39678_back.jpg","http://www.gamespot.com/mission-cobra/platform/nes/"
"Mission: Impossible","","7.0","Ultra","Konami","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/6/6/587466_46954_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/6/6/587466_46954_back.jpg","http://www.gamespot.com/mission-impossible-1990/platform/nes/"
