"Title","MetaScore","UserScore","Publisher","Developer","Genre","Date","BoxArtFrontURL","BoxArtBackURL","ReferenceURL",
"Dirty Harry","","5.5","Mindscape Inc.","Gray Matter","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/3/0/587230_46909_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/3/0/587230_46909_back.jpg","http://www.gamespot.com/dirty-harry-1990/platform/nes/"
"Disney's Aladdin","","7.0","Virgin Interactive","NMS Software","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/8/9/567289_7163_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/8/9/567289_7163_back.jpg","http://www.gamespot.com/disneys-aladdin/platform/nes/"
"Disney's The Jungle Book","","7.3","Virgin Interactive","","Action","","http://image.gamespotcdn.net/gamespot/images/box/3/7/4/587374_46937_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/7/4/587374_46937_back.jpg","http://www.gamespot.com/disneys-the-jungle-book-1994/platform/nes/"
"Dizzy the Adventurer (w/ Aladdin Deck Enhancer)","","7.0","Camerica","Codemasters","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/3/3/587233_46910_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/3/3/587233_46910_back.jpg","http://www.gamespot.com/dizzy-the-adventurer/platform/nes/"
"Dokuganryu Masamune","","6.9","Namco","","Strategy","","http://image.gamespotcdn.net/gamespot/images/box/5/7/3/578573_18043_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/7/3/578573_18043_back.jpg","http://www.gamespot.com/dokuganryu-masamune/platform/nes/"
"Don Doko Don","","7.2","Taito Corporation","ITL","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/7/4/579574_19930_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/7/4/579574_19930_back.jpg","http://www.gamespot.com/don-doko-don/platform/nes/"
"Don Doko Don 2","","7.4","Taito Corporation","Natsume","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/3/8/570638_8876_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/3/8/570638_8876_back.jpg","http://www.gamespot.com/don-doko-don-2/platform/nes/"
"Donald Land","","6.7","Data East","","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/4/2/578542_18681_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/4/2/578542_18681_back.jpg","http://www.gamespot.com/donald-land/platform/nes/"
"Donkey Kong","","7.7","Nintendo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/0/3/563403_29010_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/0/3/563403_29010_back.jpg","http://www.gamespot.com/donkey-kong/platform/nes/"
"Donkey Kong 3","","7.5","Nintendo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/3/4/587234_39526_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/3/4/587234_39526_back.jpg","http://www.gamespot.com/donkey-kong-3/platform/nes/"
"Donkey Kong Classics","","8.1","Nintendo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/0/4/563404_29011_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/0/4/563404_29011_back.jpg","http://www.gamespot.com/donkey-kong-classics/platform/nes/"
"Donkey Kong Jr.","","7.5","Nintendo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/1/6/578616_35495_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/1/6/578616_35495_back.jpg","http://www.gamespot.com/donkey-kong-jr/platform/nes/"
"Donkey Kong Jr. Math","","5.7","Nintendo","","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/2/3/5/587235_39527_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/3/5/587235_39527_back.jpg","http://www.gamespot.com/donkey-kong-jr-math/platform/nes/"
"Door Door","","6.4","Enix America, Inc.","ChunSoft","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/2/4/0/578240_18689_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/0/578240_18689_back.jpg","http://www.gamespot.com/door-door/platform/nes/"
"Doraemon","","8.8","Hudson","","Action","","http://image.gamespotcdn.net/gamespot/images/box/3/4/3/578343_18568_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/4/3/578343_18568_back.jpg","http://www.gamespot.com/doraemon-1986/platform/nes/"
"Doraemon: Giga Zombie no Gyakushuu","","7.4","Epoch","","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/7/6/5/577765_17421_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/7/6/5/577765_17421_back.jpg","http://www.gamespot.com/doraemon-giga-zombie-no-gyakushuu/platform/nes/"
"Double Dare","","6.2","GameTek","Rare Ltd.","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/2/3/6/587236_47239_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/3/6/587236_47239_back.jpg","http://www.gamespot.com/double-dare-1990/platform/nes/"
"Double Dragon","","8.2","Tradewest","Million","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/0/5/563405_29012_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/0/5/563405_29012_back.jpg","http://www.gamespot.com/double-dragon/platform/nes/"
"Double Dragon II: The Revenge","","8.5","Acclaim","Technos","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/3/7/587237_39528_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/3/7/587237_39528_back.jpg","http://www.gamespot.com/double-dragon-ii-the-revenge/platform/nes/"
"Double Dragon III: The Sacred Stones","","7.5","Acclaim","Technos","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/3/8/587238_39529_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/3/8/587238_39529_back.jpg","http://www.gamespot.com/double-dragon-iii-the-sacred-stones/platform/nes/"
"Double Dribble","","7.3","Konami","","Sports","","http://image.gamespotcdn.net/gamespot/images/box/2/3/9/587239_46911_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/3/9/587239_46911_back.jpg","http://www.gamespot.com/double-dribble/platform/nes/"
"Double Moon Densetsu","","6.0","NCS","","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/1/3/7/578137_19017_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/1/3/7/578137_19017_back.jpg","http://www.gamespot.com/double-moon-densetsu/platform/nes/"
"Double Strike","","6.7","American Video Entertainment","Sachen","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/4/0/587240_39530_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/0/587240_39530_back.jpg","http://www.gamespot.com/double-strike/platform/nes/"
"Dough Boy","","5.8","Kemco","Synapse Software","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/6/3/578263_18775_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/6/3/578263_18775_back.jpg","http://www.gamespot.com/dough-boy/platform/nes/"
"Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai","","8.6","Technos Japan","Million","Action","","http://image.gamespotcdn.net/gamespot/images/box/7/0/5/579705_20380_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/7/0/5/579705_20380_back.jpg","http://www.gamespot.com/downtown-nekketsu-koushinkyoku-soreyuke-daiundouk/platform/nes/"
"Downtown Special: Kunio-kun no Jidaigeki Dayo Zenin Shuugou!","","7.5","Technos Japan","Million","Action","","http://image.gamespotcdn.net/gamespot/images/box/1/9/2/577192_17602_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/1/9/2/577192_17602_back.jpg","http://www.gamespot.com/downtown-special-kunio-kun-no-jidaigeki-dayo-zeni/platform/nes/"
"Dr. Chaos","","6.7","FCI, Inc.","Marionette","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/3/4/578434_35470_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/4/578434_35470_back.jpg","http://www.gamespot.com/dr-chaos/platform/nes/"
"Dr. Jekyll and Mr. Hyde","","2.1","Bandai","Advance Communication Company","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/0/6/563406_29013_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/0/6/563406_29013_back.jpg","http://www.gamespot.com/dr-jekyll-and-mr-hyde/platform/nes/"
"Dr. Mario","","8.2","Nintendo","","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/2/4/1/587241_49865_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/1/587241_49865_back.jpg","http://www.gamespot.com/dr-mario/platform/nes/"
"Drac's Night Out","","5.0","Parker Bros.","Microsmiths Inc.","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/4/2/587242_39531_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/2/587242_39531_back.jpg","http://www.gamespot.com/dracs-night-out/platform/nes/"
"Dragon Ball 3: Gokuuden","","7.4","Bandai","TOSE","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/3/5/9/577359_17200_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/5/9/577359_17200_back.jpg","http://www.gamespot.com/dragon-ball-3-gokuuden/platform/nes/"
"Dragon Ball Z: Kyoushuu! Saiyajin","","7.3","Bandai","TOSE","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/2/6/575526_15651_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/2/6/575526_15651_back.jpg","http://www.gamespot.com/dragon-ball-z-kyoushuu-saiyajin/platform/nes/"
"Dragon Ball Z Gaiden: Saiya-jin Zetsumetsu Keikaku","","8.2","Bandai","TOSE","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/8/8/2/562882_15654_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/8/8/2/562882_15654_back.jpg","http://www.gamespot.com/dragon-ball-z-gaiden-saiya-jin-zetsumetsu-keikaku/platform/nes/"
"Dragon Ball Z II: Gekigami Freeza!!","","8.4","Bandai","TOSE","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/8/8/0/562880_15652_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/8/8/0/562880_15652_back.jpg","http://www.gamespot.com/dragon-ball-z-ii-gekigami-freeza/platform/nes/"
"Dragon Ball Z III: Ressen Jinzou Ningen","","7.9","Capcom","TOSE","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/8/8/1/562881_15653_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/8/8/1/562881_15653_back.jpg","http://www.gamespot.com/dragon-ball-z-iii-ressen-jinzou-ningen/platform/nes/"
"Dragon Ball Z: Gekitou Tenkaichi Budokai","","8.2","Bandai","TOSE","Action","","http://image.gamespotcdn.net/gamespot/images/box/3/6/0/577360_49722_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/6/0/577360_49722_back.jpg","http://www.gamespot.com/dragon-ball-z-gekitou-tenkaichi-budokai/platform/nes/"
"Dragon Ball: Daimaou Fukkatsu","","6.7","Bandai","TOSE","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/3/5/8/577358_17199_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/5/8/577358_17199_back.jpg","http://www.gamespot.com/dragon-ball-daimaou-fukkatsu/platform/nes/"
"Dragon Buster","","6.7","Namco","TOSE","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/3/6/7/578367_18030_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/6/7/578367_18030_back.jpg","http://www.gamespot.com/dragon-buster/platform/nes/"
"Dragon Buster II: Yami no Fuuin","","6.5","Namco","TOSE","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/4/3/0/579430_19516_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/3/0/579430_19516_back.jpg","http://www.gamespot.com/dragon-buster-ii-yami-no-fuuin/platform/nes/"
"Dragon Fighter","","7.3","Sofel","Natsume","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/4/4/587244_85692_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/4/587244_85692_back.jpg","http://www.gamespot.com/dragon-fighter/platform/nes/"
"Dragon Power","","5.9","Bandai","TOSE","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/4/5/587245_39533_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/5/587245_39533_back.jpg","http://www.gamespot.com/dragon-power/platform/nes/"
"Dragon Scroll: Yomigaerishi Maryuu","","5.5","Konami","","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/4/1/9/564419_3951_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/1/9/564419_3951_back.jpg","http://www.gamespot.com/dragon-scroll-yomigaerishi-maryuu/platform/nes/"
"Dragon Spirit: The New Legend","","7.9","Bandai","Now Production","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/4/7/587247_70519_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/7/587247_70519_back.jpg","http://www.gamespot.com/dragon-spirit-the-new-legend/platform/nes/"
"Dragon Warrior","","8.4","Nintendo","ChunSoft","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/4/0/8/563408_29015_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/0/8/563408_29015_back.jpg","http://www.gamespot.com/dragon-warrior/platform/nes/"
"Dragon Warrior II","","8.2","Enix America, Inc.","ChunSoft","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/2/4/8/587248_39535_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/8/587248_39535_back.jpg","http://www.gamespot.com/dragon-warrior-ii/platform/nes/"
"Dragon Warrior III","","8.7","Enix America, Inc.","ChunSoft","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/2/4/9/587249_39536_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/4/9/587249_39536_back.jpg","http://www.gamespot.com/dragon-warrior-iii-1992/platform/nes/"
"Dragon Warrior IV","","8.8","Enix America, Inc.","ChunSoft","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/4/0/9/563409_29016_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/0/9/563409_29016_back.jpg","http://www.gamespot.com/dragon-warrior-iv/platform/nes/"
"Dragon Wars","","6.1","Kemco","Interplay","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/5/8/2/570582_9260_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/8/2/570582_9260_back.jpg","http://www.gamespot.com/dragon-wars/platform/nes/"
"Dragon's Lair","","3.7","Epic Sony Record","Elite","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/5/0/587250_39537_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/5/0/587250_39537_back.jpg","http://www.gamespot.com/dragons-lair/platform/nes/"
"Dream Master","","7.7","Namco","Birthday","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/5/9/4/580594_19563_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/9/4/580594_19563_back.jpg","http://www.gamespot.com/dream-master/platform/nes/"
"Dropzone","","7.1","Mindscape Inc.","Eurocom Entertainment Software","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/9/1/567291_7081_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/9/1/567291_7081_back.jpg","http://www.gamespot.com/dropzone-1992/platform/nes/"
"Duck Hunt","","8.4","Nintendo","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/5/2/587252_39538_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/5/2/587252_39538_back.jpg","http://www.gamespot.com/duck-hunt/platform/nes/"
"Duck Maze","","6.9","HES Interactive","Bit Corp.","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/9/2/567292_8228_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/9/2/567292_8228_back.jpg","http://www.gamespot.com/duck-maze/platform/nes/"
"Disney's DuckTales","","8.2","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/5/3/587253_39539_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/5/3/587253_39539_back.jpg","http://www.gamespot.com/ducktales/platform/nes/"
"Disney's DuckTales 2","","8.2","Capcom","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/5/4/587254_39540_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/5/4/587254_39540_back.jpg","http://www.gamespot.com/disneys-ducktales-2/platform/nes/"
"Dudes With Attitude","","7.3","American Video Entertainment","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/5/5/587255_39541_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/5/5/587255_39541_back.jpg","http://www.gamespot.com/dudes-with-attitude/platform/nes/"
"Dungeon Kid","","4.5","Quest","Pixel","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/7/7/579677_20861_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/7/7/579677_20861_back.jpg","http://www.gamespot.com/dungeon-kid/platform/nes/"
"Dungeon Magic: Sword of the Elements","","6.0","Taito Corporation","Natsume","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/2/5/6/587256_39542_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/5/6/587256_39542_back.jpg","http://www.gamespot.com/dungeon-magic-sword-of-the-elements/platform/nes/"
"Dusty Diamond's All-Star Softball","","8.6","Broderbund","TOSE","Sports","","http://image.gamespotcdn.net/gamespot/images/box/2/5/7/587257_39543_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/5/7/587257_39543_back.jpg","http://www.gamespot.com/dusty-diamonds-all-star-softball/platform/nes/"
"Dynamite Bowl","","6.1","Toshiba EMI","Soft Vision International","Sports","","http://image.gamespotcdn.net/gamespot/images/box/4/1/2/578412_18953_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/1/2/578412_18953_back.jpg","http://www.gamespot.com/dynamite-bowl/platform/nes/"
"Dynowarz: The Destruction of Spondylus","","6.3","Bandai America Inc.","Advance Communication Company","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/1/0/563410_29017_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/1/0/563410_29017_back.jpg","http://www.gamespot.com/dynowarz-the-destruction-of-spondylus/platform/nes/"
"Eggerland: Meikyuu no Fukkatsu","","8.0","Hal","HAL Labs","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/2/2/578622_19181_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/2/2/578622_19181_back.jpg","http://www.gamespot.com/eggerland-meikyuu-no-fukkatsu/platform/nes/"
"Egypt","","5.7","Human Entertainment","","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/5/6/6/570566_9210_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/6/6/570566_9210_back.jpg","http://www.gamespot.com/egypt/platform/nes/"
"Elevator Action","","7.1","Taito Corporation","Micronics","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/5/9/587259_39544_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/5/9/587259_39544_back.jpg","http://www.gamespot.com/elevator-action-1991/platform/nes/"
"Eliminator Boat Duel","","7.3","Electro Brain","Sculptured Software","Driving","","http://image.gamespotcdn.net/gamespot/images/box/2/6/0/587260_39545_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/6/0/587260_39545_back.jpg","http://www.gamespot.com/eliminator-boat-duel/platform/nes/"
"Elite","","7.9","Imagineer","Braben & Bell","Simulation","","http://image.gamespotcdn.net/gamespot/images/box/7/9/5/581795_21650_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/7/9/5/581795_21650_back.jpg","http://www.gamespot.com/elite/platform/nes/"
"Elnark no Zaihou","","5.0","Towachiki","","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/5/9/578459_19370_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/5/9/578459_19370_back.jpg","http://www.gamespot.com/elnark-no-zaihou/platform/nes/"
"Elysion","","3.3","Tokyo Shoseki","NEC Interchannel","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/5/7/6/578576_19062_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/7/6/578576_19062_back.jpg","http://www.gamespot.com/elysion-1988/platform/nes/"
"Emoyan no 10-bai Pro Yakyuu","","5.0","Hect","","Sports","","http://image.gamespotcdn.net/gamespot/images/box/5/2/6/579526_20524_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/2/6/579526_20524_back.jpg","http://www.gamespot.com/emoyan-no-10-bai-pro-yakyuu/platform/nes/"
"Erika to Satoru no Yume Bouken","","5.0","Namco","ATLUS","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/3/2/6/579326_18055_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/2/6/579326_18055_back.jpg","http://www.gamespot.com/erika-to-satoru-no-yume-bouken/platform/nes/"
"The Escape from Atlantis","","1.2","Color Dreams","","Action","","","","http://www.gamespot.com/the-escape-from-atlantis/platform/nes/"
"Esper Boukentai","","5.8","Jaleco Entertainment","NMK","Action","","http://image.gamespotcdn.net/gamespot/images/box/4/8/5/578485_18267_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/8/5/578485_18267_back.jpg","http://www.gamespot.com/esper-boukentai/platform/nes/"
"Esper Dream 2: Aratanaru Tatakai","","7.5","Konami","","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/6/6/5/570665_8739_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/6/5/570665_8739_back.jpg","http://www.gamespot.com/esper-dream-2-aratanaru-tatakai/platform/nes/"
"Excitebike","","8.1","Nintendo","","Driving","","http://image.gamespotcdn.net/gamespot/images/box/4/1/1/563411_29018_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/1/1/563411_29018_back.jpg","http://www.gamespot.com/excitebike/platform/nes/"
"Exciting Boxing","","5.2","Konami","Human Entertainment","Sports","","http://image.gamespotcdn.net/gamespot/images/box/5/2/7/578527_18186_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/2/7/578527_18186_back.jpg","http://www.gamespot.com/exciting-boxing/platform/nes/"
"Exed Exes","","4.1","Tokuma Shoten","Micronics","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/6/9/578269_19156_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/6/9/578269_19156_back.jpg","http://www.gamespot.com/exed-exes/platform/nes/"
"Exerion","","7.0","Jaleco Entertainment","TOSE","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/2/7/578227_18252_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/2/7/578227_18252_back.jpg","http://www.gamespot.com/exerion/platform/nes/"
"Exodus: Journey to the Promised Land","","7.0","Wisdom Tree","","Action","","http://image.gamespotcdn.net/gamespot/images/box/2/6/5/587265_39549_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/6/5/587265_39549_back.jpg","http://www.gamespot.com/exodus-journey-to-the-promised-land/platform/nes/"
"Exploding Fist","","- -","Beam Software","","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/2/7/991527_161609_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/2/7/991527_161609_back.jpg","http://www.gamespot.com/exploding-fist/platform/nes/"
"Grand Prix","","5.8","Konami","","Driving","","http://image.gamespotcdn.net/gamespot/images/box/7/0/2/570702_80818_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/7/0/2/570702_80818_back.jpg","http://www.gamespot.com/f-1-sensation/platform/nes/"
"F-117A Stealth Fighter","","6.8","MicroProse","","Simulation","","http://image.gamespotcdn.net/gamespot/images/box/2/6/7/587267_39551_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/6/7/587267_39551_back.jpg","http://www.gamespot.com/f-117a-stealth-fighter/platform/nes/"
"F-15 City War","","7.6","American Video Entertainment","","Simulation","","http://image.gamespotcdn.net/gamespot/images/box/2/6/6/587266_39550_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/6/6/587266_39550_back.jpg","http://www.gamespot.com/f-15-city-war/platform/nes/"
"F-15 Strike Eagle","","6.9","MicroProse","","Simulation","","http://image.gamespotcdn.net/gamespot/images/box/2/6/8/587268_39552_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/6/8/587268_39552_back.jpg","http://www.gamespot.com/f-15-strike-eagle/platform/nes/"
"F1 Circus","","7.5","Nichibutsu","Make","Driving","","http://image.gamespotcdn.net/gamespot/images/box/6/4/0/570640_9816_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/4/0/570640_9816_back.jpg","http://www.gamespot.com/f1-circus/platform/nes/"
"F1 Race","","7.4","Nintendo","","Driving","","http://image.gamespotcdn.net/gamespot/images/box/2/2/3/578223_18733_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/2/2/3/578223_18733_back.jpg","http://www.gamespot.com/f1-race/platform/nes/"
"Famicom Doubutsu Seitai Zukan! Katte ni Shirokuma: Mori o Sukue no Maki!","","6.7","CBS Sony Group","","Adventure","","http://image.gamespotcdn.net/gamespot/images/box/5/2/0/579520_20792_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/2/0/579520_20792_back.jpg","http://www.gamespot.com/famicom-doubutsu-seitai-zukan-katte-ni-shirokuma/platform/nes/"
"Famicom Igo Nyuumon","","4.5","I'Max","Home Data","Action","","http://image.gamespotcdn.net/gamespot/images/box/6/0/9/570609_9557_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/0/9/570609_9557_back.jpg","http://www.gamespot.com/famicom-igo-nyuumon/platform/nes/"
"Famicom Jump II: Saikyou no 7-nin","","8.0","Bandai","ChunSoft","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/6/1/1/570611_9025_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/1/1/570611_9025_back.jpg","http://www.gamespot.com/famicom-jump-ii-saikyou-no-7-nin/platform/nes/"
"Famicom Jump: Eiyuu Retsuden","","8.5","Bandai","TOSE","Role-Playing","","http://image.gamespotcdn.net/gamespot/images/box/4/0/0/579400_20006_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/4/0/0/579400_20006_back.jpg","http://www.gamespot.com/famicom-jump-eiyuu-retsuden/platform/nes/"
"Famicom Meijinsen","","5.0","SNK","Alpha Denshi","Action","","http://image.gamespotcdn.net/gamespot/images/box/3/2/2/579322_18249_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/3/2/2/579322_18249_back.jpg","http://www.gamespot.com/famicom-meijinsen/platform/nes/"
"Famicom Shogi: Ryuu-Ou-Sen","","4.8","I'Max","Home Data","Action","","http://image.gamespotcdn.net/gamespot/images/box/5/3/9/570539_9556_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/3/9/570539_9556_back.jpg","http://www.gamespot.com/famicom-shogi-ryuu-ou-sen/platform/nes/"
"Famicom Wars","","4.4","Nintendo","Intelligent Systems","Strategy","","http://image.gamespotcdn.net/gamespot/images/box/6/2/8/578628_18763_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/6/2/8/578628_18763_back.jpg","http://www.gamespot.com/famicom-wars/platform/nes/"
"Famicom Yakyuuban","","4.5","Epoch","SAS Sakata","Sports","","http://image.gamespotcdn.net/gamespot/images/box/5/2/3/579523_20241_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/5/2/3/579523_20241_back.jpg","http://www.gamespot.com/famicom-yakyuuban/platform/nes/"
"Family Basic","","6.8","Nintendo","","Puzzle","","http://image.gamespotcdn.net/gamespot/images/box/7/5/1/938751_85875_front.jpg","http://image.gamespotcdn.net/gamespot/images/box/7/5/1/938751_85875_back.jpg","http://www.gamespot.com/family-basic/platform/nes/"
